x,y,z
172.809563,-23.613993,-83.305623
171.926140,-27.904225,-85.705885
170.321612,-32.051718,-87.982222
168.098556,-35.937927,-90.200645
165.369589,-39.504728,-92.392471
162.232397,-42.721179,-94.581127
158.763647,-45.557832,-96.794851
155.016441,-47.969315,-99.057165
150.944588,-49.794105,-101.300919
146.487794,-50.707211,-103.344610
141.772439,-50.290545,-104.882499
137.171066,-48.586271,-105.789265
132.808424,-46.233570,-106.433502
128.583813,-43.662027,-107.164408
124.407515,-41.093851,-108.143426
120.227623,-38.609991,-109.307850
115.987417,-36.283627,-110.574524
111.628621,-34.196259,-111.853238
107.101810,-32.442201,-113.042439
102.382975,-31.126442,-114.028541
97.495625,-30.339908,-114.706463
92.529374,-30.009652,-115.171218
87.557061,-29.937773,-115.686701
82.626667,-29.942936,-116.509446
77.755355,-29.887147,-117.633618
72.889069,-29.674359,-118.759764
67.979830,-29.216107,-119.576254
63.058720,-28.485294,-120.066675
58.181500,-27.507978,-120.566187
53.409146,-26.301274,-121.425882
48.825332,-24.818590,-122.754975
44.459966,-22.903048,-124.254163
40.342904,-20.403464,-125.577366
36.446746,-17.403927,-126.471371
32.437116,-14.458207,-126.926717
27.921994,-12.363311,-126.902309
22.981783,-12.015087,-126.422170
18.074492,-12.784547,-125.883407
13.193178,-13.831049,-125.635482
8.276269,-14.721609,-125.773343
3.322651,-15.319496,-126.078912
-1.667188,-15.502015,-126.290882
-6.658084,-15.238931,-126.236579
-11.614448,-14.668260,-125.921682
-16.530974,-13.944366,-125.374804
-21.414657,-13.191639,-124.613810
-26.268220,-12.496861,-123.636442
-31.089097,-11.943988,-122.433942
-35.865277,-11.622161,-120.994216
-40.569483,-11.628361,-119.305330
-45.152495,-12.065127,-117.361484
-49.558533,-12.937666,-115.168520
-53.801318,-13.940580,-112.722057
-57.925834,-14.710809,-110.006645
-61.939170,-14.897121,-107.038739
-65.848463,-14.373553,-103.971847
-69.731173,-13.230300,-101.042043
-73.673279,-11.532009,-98.486701
-77.723760,-9.324951,-96.575246
-81.717277,-6.577306,-95.378232
-85.337804,-3.193682,-94.781668
-88.228040,0.869553,-94.646009
-90.238830,5.438387,-94.793954
-91.662647,10.223653,-95.033754
-92.811207,15.086640,-95.202993
-93.929707,19.959383,-95.183967
-95.230781,24.777215,-94.900320
-96.907816,29.445312,-94.295087
-99.047898,33.859904,-93.348792
-101.668072,37.907604,-92.044185
-104.800265,41.403565,-90.343784
-108.426497,44.086252,-88.210420
-112.323050,45.813767,-85.615746
-116.191600,46.566832,-82.554684
-119.751816,46.400566,-79.061027
-122.814828,45.531659,-75.212815
-125.310592,44.328399,-71.055656
-127.133846,43.114312,-66.567771
-128.074665,42.245752,-61.745978
-128.091910,41.892256,-56.766193
-127.440077,41.968758,-51.812914
-126.411426,42.352253,-46.936006
-125.256789,42.935233,-42.106423
-124.197321,43.629175,-37.269907
-123.456502,44.351073,-32.379685
-123.194471,45.016721,-27.433520
-123.497721,45.535922,-22.473262
-124.455243,45.804324,-17.578191
-126.135552,45.712653,-12.876909
-128.541291,45.175516,-8.535487
-131.558225,44.163732,-4.686408
-134.890202,42.678594,-1.271900
-138.268276,40.685656,1.824226
-141.453654,38.109899,4.683102
-144.156130,34.860810,7.339783
-146.143157,30.935283,9.696936
-147.585365,26.463627,11.375331
-148.732867,21.637935,11.749500
-149.803624,17.081964,10.104505
-150.762906,13.257006,7.046417
-151.568949,9.879960,3.450510
-152.223674,6.620521,-0.283806
-152.706969,3.187608,-3.884145
-152.950026,-0.739823,-6.951910
-152.813659,-5.398013,-8.657441
-152.366974,-10.345319,-8.368388
-152.139190,-15.093249,-6.844983
-152.608615,-19.577842,-4.707094
-154.252754,-23.674861,-2.391872
-156.957616,-27.284531,-0.255043
-160.343774,-30.525048,1.472363
-164.107925,-33.602348,2.620815
-168.010116,-36.692446,3.043923
-171.972012,-39.732654,2.849313
-176.028274,-42.596977,2.274156
-180.244986,-45.182204,1.550723
-184.688345,-47.377875,0.910623
-189.384267,-49.050528,0.594972
-192.498754,-49.783909,0.669290
